,Company Name,Listed,HQ Country,GICS Sector,Accounting Year End,Reported Scope 1 tCO2e,Estimated Scope 1 tCO2e,Scope 1 source,Scope 1 quality flag,Reported market-based Scope 2 tCO2e,Note,Reported location-based Scope 2 tCO2e,Estimated location-based Scope 2 tCO2e,Location-based Scope 2 source,Location-based Scope 2 quality flag,Scope 2 company comments,GHG revenue intensity tCO2e/mmUSD,Scope 2 figure used for intensity,amplification.wordsindex,DeAmplification.wordsindex,HE_negativeindex,HE_positiveindex,angerindex,anticipationindex,disgustindex,fearindex,joyindex,sadnessindex,surpriseindex,trustindex,LMnegativeindex,LMpositiveindex,LMuncertaintyindex,BasicNegativeWordsindex,PositivePolarisedindex,NegativePolarisedindex,PowerWordsindex,PrudentialNegativeindex,PrudentialPositiveindex,PrudentialTopNegativeindex,Strategyindex,Financial.termsindex,Regulationindex,Technologyindex,Healthcareindex,Environmentindex,Socialindex,Governanceindex,ESGindex,LMuncertaintyindex.1,Regulationindex.1,Environmentindex.1,Socialindex.1,Governanceindex.1,ESGindex.1,ISIN lower,2016vol,2017vol,2018vol,2019vol,VolFactor,Carbon Emission  tCO2e/mmUSD,Scope 1 tCO2e,Scope 2 tCO2e,Scope 1 and 2 tCO2e,Consumer Discretionary,Consumer Staples,Energy,Financials,Health Care,Industrials,Information Technology,Materials,Real Estate,Telecommunication Services,Utilities
3718,O'Reilly Automotive,Yes,USA,Consumer Discretionary,31/12/2016,0.0,27000.0,Estimated: Gamma GLM,1.0,, NA ,0.0,130000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,4.0,,18.27,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,us67103h1077,0.013767767,0.019462313000000002,0.01773213,0.013709929,0.476441103,18.27047282,27000.0,130000.0,157000.0,1,0,0,0,0,0,0,0,0,0,0
3719,Occidental Petroleum Corporation,Yes,USA,Energy,31/12/2016,10450000.0,20000000.0,"Issue Raised, see comments (estimate shown for comparison): O&G  Refining, Oil & Gas Extraction, Gamma GLM",6.0,, NA ,5380000.0,0.0,Reported: CDP (Reviewed),7.0,,2229.93,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,us6745991058,0.016444533,0.011330477,0.015963975,0.014326226999999999,0.455889724,2229.9306239999996,30450000.0,5380000.0,35830000.0,0,0,1,0,0,0,0,0,0,0,0
3720,Plains GP Holdings,Yes,USA,Energy,31/12/2016,0.0,9200000.0,Estimated: Gamma GLM,4.0,, NA ,0.0,1600000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,4.0,,535.13,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,us72651a2078,0.040471468999999996,0.019654365,0.019188614,0.016355411,0.36641604,535.1303141,9200000.0,1600000.0,10800000.0,0,0,1,0,0,0,0,0,0,0,0
3721,Palo Alto Networks,Yes,USA,Information Technology,30/07/2016,0.0,1700.0,Estimated: Gamma GLM,4.0,, NA ,0.0,15000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5.0,,12.11,Location-based,153,26,34,88,95,92,119,87,79,89,94,86,72,100,78,85,123,85,93,43,57,31,107,71,76,347,21,0,47,17,21,0.22,0.18,0.18,0.27,0.29,0.3,us6974351057,0.026760434,0.023487656000000003,0.018824152,0.018473816,0.276942356,12.11461734,1700.0,15000.0,16700.0,0,0,0,0,0,0,1,0,0,0,0
3723,"Paychex, Inc.",Yes,USA,Information Technology,30/05/2017,0.0,3200.0,Estimated: Gamma GLM,5.0,, NA ,0.0,27000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5.0,,9.58,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,us7043261079,0.011322269,0.009286111,0.012343848999999999,0.009101877,0.637343358,9.583346555,3200.0,27000.0,30200.0,0,0,0,0,0,0,1,0,0,0,0
3724,"People's United Financial, Inc",Yes,USA,Financials,31/12/2016,0.0,1500.0,Estimated: Gamma GLM,5.0,, NA ,0.0,11000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5.0,,8.5,Location-based,85,100,84,145,47,105,168,76,123,122,124,103,85,136,59,82,121,82,97,98,29,73,47,119,208,25,274,47,28,138,80,0.29,0.2,0.22,0.07,0.15,0.11,us7127041058,0.014229536000000001,0.010830268,0.012172326,0.01062305,0.589724311,8.503401361,1500.0,11000.0,12500.0,0,0,0,1,0,0,0,0,0,0,0
3725,PBF Energy Inc,Yes,USA,Energy,31/12/2016,0.0,15000000.0,"Estimated: O&G  Refining, Gamma GLM",6.0,, NA ,0.0,880000.0,"Estimated: O&G  Refining, Gamma GLM",6.0,,997.46,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,us69318g1067,0.032620462,0.021655563,0.023179846,0.022432217999999997,0.16015037599999998,997.4611222999999,15000000.0,880000.0,15880000.0,0,0,1,0,0,0,0,0,0,0,0
3726,Pitney Bowes Inc.,Yes,USA,Industrials,31/12/2016,27170.0,0.0,Reported: CDP (Not Reviewed),,"30,341.00",  ,45016.0,0.0,Reported: CDP (Not Reviewed),,,16.88,Market-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,us7244791007,0.021249757999999997,0.024100122999999998,0.027182559,0.02976978,0.059649123,16.88237729,27170.0,45016.0,72186.0,0,0,0,0,0,1,0,0,0,0,0
3727,PACCAR Inc,Yes,USA,Industrials,31/12/2016,101865.0,0.0,Reported: CDP (Reviewed),7.0,, NA ,178384.0,0.0,Reported: CDP (Reviewed),7.0,,16.45,Location-based,82,171,54,96,87,84,97,64,109,89,129,91,62,112,70,63,103,63,83,52,82,0,17,81,51,65,0,150,236,21,129,0.26,0.28,0.02,0.25,0.08,0.28,us6937181088,0.015959449,0.012317548000000001,0.015839363999999998,0.014467536000000001,0.449122807,16.45300676,101865.0,178384.0,280249.0,0,0,0,0,0,1,0,0,0,0,0
3728,PG&E Corporation,Yes,USA,Utilities,31/12/2016,3949920.0,0.0,Reported: CDP (Reviewed),7.0,"704,144.00",  ,1243956.0,0.0,Reported: CDP (Reviewed),7.0,"PG&E calculates Scope 2 emissions as the portion of our electricity use attributed to purchased electricity. We use an adjustment of our own emission rate (294 pounds CO2/MWh in 2016), which is still undergoing third-party verification.",263.45,Market-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,us69331c1080,0.01062319,0.015096745,0.040488526000000004,0.14650746,0.001253133,263.44752630000005,3949920.0,1243956.0,5193876.0,0,0,0,0,0,0,0,0,0,0,1
3729,The Priceline Group Inc,Yes,USA,Consumer Discretionary,31/12/2016,0.0,17000.0,Estimated: Gamma GLM,5.0,, NA ,0.0,98000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5.0,,10.7,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,us7415034039,0.018416566000000002,0.013301143999999999,0.01550746,0.021376727999999998,0.185213033,10.70463492,17000.0,98000.0,115000.0,1,0,0,0,0,0,0,0,0,0,0
3730,PDC Energy,Yes,USA,Energy,31/12/2016,0.0,760000.0,"Estimated: Oil & Gas Extraction, Gamma GLM",6.0,, NA ,0.0,110000.0,"Estimated: Oil & Gas Extraction, Gamma GLM",6.0,,1213.73,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,us69327r1014,0.026020021,0.024167348999999998,0.027282389,0.028732631,0.067919799,1213.7276789999999,760000.0,110000.0,870000.0,0,0,1,0,0,0,0,0,0,0,0
3731,"Patterson Companies, Inc.",Yes,USA,Health Care,28/04/2017,0.0,67000.0,Estimated: Gamma GLM,5.0,, NA ,0.0,34000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5.0,,18.06,Location-based,176,62,126,108,139,106,102,111,121,120,103,132,111,149,140,92,127,92,136,112,303,152,243,113,93,110,441,558,29,82,225,0.02,0.15,0.22,0.13,0.03,0.08,us7033951036,0.01706685,0.015178015,0.025205059,0.015792578,0.39348370899999996,18.05786742,67000.0,34000.0,101000.0,0,0,0,0,1,0,0,0,0,0,0
3732,Parsley Energy Inc,Yes,USA,Energy,31/12/2016,0.0,650000.0,Estimated: Oil & Gas Extraction,6.0,, NA ,0.0,74000.0,Estimated: Oil & Gas Extraction,6.0,,1403.18,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,,,,,,0.0,1403.182356,650000.0,74000.0,724000.0,0,0,1,0,0,0,0,0,0,0,0
3733,Public Service Enterprise Group Inc.,Yes,USA,Utilities,31/12/2016,13116015.0,0.0,Reported: CDP (Reviewed),7.0,, NA ,1004285.0,0.0,Reported: CDP (Reviewed),7.0,,1558.36,Location-based,42,85,118,81,72,113,54,108,126,176,84,113,93,73,88,85,90,85,99,86,45,0,13,122,121,13,21,690,93,184,333,0.18,0.18,0.1,0.04,0.02,0.14,us7445731067,0.011777773,0.007874153,0.011438613,0.008888399,0.64235589,1558.360004,13116015.0,1004285.0,14120300.0,0,0,0,0,0,0,0,0,0,0,1
3734,"PepsiCo, Inc.",Yes,USA,Consumer Staples,31/12/2016,3798343.0,0.0,Reported: CDP (Reviewed),7.0,"1,912,298.00",  ,1901746.0,0.0,Reported: CDP (Reviewed),7.0,,90.94,Market-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,us7134481081,0.008426306,0.006083618000000001,0.011446402,0.009428200999999999,0.629323308,90.9352219,3798343.0,1901746.0,5700089.0,0,1,0,0,0,0,0,0,0,0,0
3735,Pinnacle Foods Group,Yes,USA,Consumer Staples,31/12/2016,79616.0,0.0,Reported: CDP (Reviewed),7.0,"199,748.00",  ,192050.0,0.0,Reported: CDP (Reviewed),7.0,,89.31,Market-based,111,225,146,117,96,132,233,98,109,162,146,113,102,162,92,124,144,124,97,115,62,63,175,99,92,44,108,40,48,17,35,0.16,0.05,0.18,0.27,0.26,0.07,us72348p1049,0.013561458,0.010909186000000001,,,0.0,89.31245484,79616.0,192050.0,271666.0,0,1,0,0,0,0,0,0,0,0,0
3736,Pfizer Inc.,Yes,USA,Health Care,31/12/2016,940953.0,0.0,Reported: CDP (Reviewed),7.0,, NA ,1106924.0,0.0,Reported: CDP (Reviewed),7.0,Market-based emissions not reported.,38.77,Location-based,96,62,101,87,101,101,173,105,79,126,134,83,125,103,118,110,95,110,95,62,80,45,48,76,59,91,477,0,529,86,188,0.06,0.09,0.0,0.12,0.04,0.24,us7170811035,0.01177418,0.006969166,0.012269058999999999,0.013507753999999999,0.485714286,38.76792746,940953.0,1106924.0,2047877.0,0,0,0,0,1,0,0,0,0,0,0
3737,"Principal Financial Group, Inc.",Yes,USA,Financials,31/12/2016,5231.0,0.0,Reported: CDP (Reviewed),7.0,"42,006.00",  ,42006.0,0.0,Reported: CDP (Reviewed),7.0,"Supplier specific emissions factors are not yet readily available; therefore, this year we relied on the EPA’s grid emissions factors for our Scope 2 market-based calculation. As a result, our Scope 2 market-based emissions are equal to our Scope 2 location-based emissions.",3.81,Market-based,111,85,92,110,114,92,129,128,119,159,104,120,85,111,114,68,103,68,108,72,61,0,106,124,111,120,42,79,141,67,82,0.07,0.26,0.06,0.15,0.14,0.2,us74251v1026,0.01777756,0.009945915999999999,0.016753636000000002,0.015481133000000001,0.40651629100000003,3.8112489010000004,5231.0,42006.0,47237.0,0,0,0,1,0,0,0,0,0,0,0
3738,Procter & Gamble Company,Yes,USA,Consumer Staples,30/06/2016,2133321.0,0.0,Reported: CDP (Reviewed),7.0,"2,769,547.00",  ,2922761.0,0.0,Reported: CDP (Reviewed),7.0,,75.08,Market-based,77,130,109,135,101,124,61,84,145,148,114,99,91,130,59,69,125,69,97,91,29,32,323,103,134,35,259,282,167,171,215,0.29,0.25,0.04,0.04,0.03,0.13,us7427181091,0.008947301,0.0067520309999999995,0.01216672,0.01042038,0.597994987,75.08335503,2133321.0,2922761.0,5056082.0,0,1,0,0,0,0,0,0,0,0,0
3739,Progressive Corporation,Yes,USA,Financials,31/12/2016,0.0,41000.0,Estimated: Carried Forwards,5.0,, NA ,0.0,49000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5.0,,3.84,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,us7433151039,0.010011499,0.00869165,0.015060633,0.009984024000000001,0.609774436,3.8430334339999996,41000.0,49000.0,90000.0,0,0,0,1,0,0,0,0,0,0,0
3740,Parker-Hannifin Corporation,Yes,USA,Industrials,31/12/2016,63708.0,0.0,Reported: CDP (Reviewed),7.0,, NA ,502340.0,0.0,Reported: CDP (Reviewed),7.0,,47.06,Location-based,92,193,59,96,106,121,143,97,127,127,108,136,106,112,81,71,111,71,177,81,74,337,120,113,156,58,19,108,64,46,74,0.21,0.24,0.15,0.2,0.16,0.16,us7010941042,0.014277861999999999,0.010623465,0.016321786,0.015600481999999999,0.4,47.05573304,63708.0,502340.0,566048.0,0,0,0,0,0,1,0,0,0,0,0
3741,Pulte Homes Inc,Yes,USA,Consumer Discretionary,31/12/2016,0.0,40000.0,"Estimated: Gamma GLM, Gas Generation",6.0,, NA ,0.0,18000.0,"Estimated: Gamma GLM, Gas Generation",6.0,,7.56,Location-based,144,149,62,132,112,115,95,96,123,106,96,96,82,136,102,58,120,58,104,88,105,32,54,108,68,44,0,82,48,17,49,0.12,0.29,0.18,0.27,0.22,0.14,us7458671010,0.017361993,0.011203474,0.019020646000000002,0.017640142,0.30977443600000004,7.563428476,40000.0,18000.0,58000.0,1,0,0,0,0,0,0,0,0,0,0
3742,Polaris Industries Inc.,Yes,USA,Consumer Discretionary,31/12/2016,0.0,68000.0,Estimated: Gamma GLM,4.0,, NA ,0.0,54000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5.0,,27.01,Location-based,114,151,99,117,87,124,89,79,118,110,120,137,85,117,107,96,119,96,137,60,82,144,41,96,152,47,0,77,0,13,32,0.1,0.14,0.25,0.28,0.26,0.25,us7310681025,0.022089796000000002,0.018603525,0.022436288,0.021399995,0.18446115300000002,27.01128939,68000.0,54000.0,122000.0,1,0,0,0,0,0,0,0,0,0,0
3743,Packaging Corporation Of America,Yes,USA,Materials,31/12/2016,0.0,1900000.0,Estimated: Gamma GLM,4.0,, NA ,0.0,1300000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5.0,,553.73,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,us6951561090,0.017838235,0.01148543,0.017276255,0.015978974,0.386215539,553.7290188999999,1900000.0,1300000.0,3200000.0,0,0,0,0,0,0,0,1,0,0,0
3744,"PerkinElmer, Inc.",Yes,USA,Health Care,31/12/2016,15482.0,0.0,Reported: CDP (Not Reviewed),,"21,080.00",  ,21931.0,0.0,Reported: CDP (Not Reviewed),,market based data at 2 facilities,17.28,Market-based,104,142,97,142,110,93,121,96,111,109,108,105,78,110,148,50,116,50,90,62,268,0,208,83,174,101,229,234,46,83,127,0.02,0.31,0.18,0.12,0.08,0.24,us7140461093,0.015135893999999999,0.009976155,0.016646451,0.016194936,0.37418546399999997,17.28274845,15482.0,21931.0,37413.0,0,0,0,0,1,0,0,0,0,0,0
3745,Prologis,Yes,USA,Real Estate,31/12/2016,2490.66,28000.0,"Issue Raised, see comments (estimate shown for comparison): Gamma GLM",5.0,277.65,  ,4097.81,190000.0,"Issue Raised, see comments (estimate shown for comparison): IEA National Grid Emissions Factor applied to Estimated SHEC.",5.0,"Please note that since we are using this CDP survey to report both Prologis overall and NPR, the numbers filled out in the boxes (CC8.2, CC8.3a) represent Prologis overall numbers (which include NPR). The methodologies and quantitative answers, unless otherwise stated,  apply to both Prologis and NPR. For ONLY NPR numbers, please see below:- The NPR Scope 1 emissions are: 0 mtco2e- The NPR Scope 2 market based emissions are:  16.16 mtco2e- The NPR Scope 2 location based emissions are:  16.16 mtco2eThe NPR emissions are very minimal compared to the overall Prologis emissions.",11.16,Market-based,130,157,91,84,80,92,89,76,73,94,96,109,103,74,116,83,82,83,129,73,113,0,168,76,140,25,98,46,27,39,39,0.07,0.19,0.22,0.21,0.24,0.2,us74340w1036,0.01396885,0.009839525,0.013576288999999998,0.010371799999999999,0.599498747,11.16308218,30490.66,194097.81,224588.47,0,0,0,0,0,0,0,0,1,0,0
3746,Plexus,Yes,USA,Information Technology,30/09/2016,3691.0,0.0,Reported: CDP (Not Reviewed),,, NA ,91752.0,0.0,Reported: CDP (Not Reviewed),,,37.34,Location-based,110,175,84,113,132,121,90,107,113,135,146,101,68,103,118,67,118,67,123,69,15,0,80,106,134,21,128,0,0,41,16,0.06,0.26,0.25,0.21,0.3,0.21,,,,,,0.0,37.34076682,3691.0,91752.0,95443.0,0,0,0,0,0,0,1,0,0,0,0
3747,Philip Morris International,Yes,USA,Consumer Staples,31/12/2016,351990.0,0.0,Reported: CDP (Reviewed),7.0,"314,049.00",  ,450261.0,0.0,Reported: CDP (Reviewed),7.0,,24.96,Market-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,us7181721090,0.010185224,0.008962143,0.01737287,0.015094732,0.42406015,24.95930298,351990.0,450261.0,802251.0,0,1,0,0,0,0,0,0,0,0,0
3748,"PNC Financial Services Group, Inc.",Yes,USA,Financials,31/12/2016,39767.0,0.0,Reported: CDP (Reviewed),7.0,"278,175.00",  ,294313.0,0.0,Reported: CDP (Reviewed),7.0,Location-based figure uses eGRID emission factors. Market-based figure is an approximation that incorporates purchased RECs. Both also include purchased steam and chilled water.,18.71,Market-based,79,125,142,85,114,91,152,119,104,181,84,100,83,61,99,69,86,69,92,154,73,0,75,124,194,82,0,22,185,95,85,0.13,0.25,0.04,0.1,0.14,0.03,us6934751057,0.013845791000000001,0.010844445,0.014270771000000002,0.010365379000000001,0.6,18.71347852,39767.0,294313.0,334080.0,0,0,0,1,0,0,0,0,0,0,0
3749,"PNM Resources, Inc.",Yes,USA,Utilities,31/12/2016,0.0,7100000.0,"Estimated: Coal Generation, Gas Generation",6.0,, NA ,0.0,1300.0,"Estimated: Coal Generation, Gas Generation",6.0,,5210.24,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,us69349h1077,0.012478487,0.009408274,0.01378017,0.01296093,0.504260652,5210.242489,7100000.0,1300.0,7101300.0,0,0,0,0,0,0,0,0,0,0,1
3750,Pentair plc,Yes,USA,Industrials,31/12/2016,0.0,80000.0,Estimated: Gamma GLM,4.0,, NA ,0.0,180000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5.0,,53.17,Location-based,78,98,70,123,67,130,224,94,110,103,123,143,78,115,113,76,97,76,153,108,25,226,359,109,95,40,0,910,122,0,349,0.08,0.22,0.07,0.28,0.02,0.09,ie00bls09m33,0.016835978999999997,0.010555736999999999,0.01370279,0.012575663,0.52406015,53.16973415,80000.0,180000.0,260000.0,0,0,0,0,0,1,0,0,0,0,0
3751,Pinnacle West Capital Corporation,Yes,USA,Utilities,31/12/2016,10112329.0,0.0,Reported: CDP (Reviewed),7.0,"11,047.00",  ,14302.0,0.0,Reported: CDP (Reviewed),7.0,"APS calculates Scope 2 emissions as the portion of electricity use attributed to purchased electricity for APS buildings. For the market based emission factor, APS uses an emission rate bate based on their fleet generation of  0.405962164 metric tons CO2e/MWh. For location-based, APS uses the AZNM (WECC Southwest) emission factors from EPA eGrid2012.",2893.48,Market-based,41,71,74,126,66,112,143,82,81,128,87,159,82,85,82,92,103,92,149,80,67,0,164,125,94,62,44,246,49,105,141,0.21,0.15,0.18,0.09,0.07,0.17,us7234841010,0.01090092,0.007161674,0.011260143,0.010030886,0.609022556,2893.4844,10112329.0,14302.0,10126631.0,0,0,0,0,0,0,0,0,0,0,1
3752,"Pepco Holdings, Inc.",Yes,USA,Utilities,31/12/2016,0.0,12000000.0,"Estimated: Gamma GLM, Gas Generation",6.0,, NA ,0.0,290000.0,"Estimated: Gamma GLM, Gas Generation, Biomass & Waste Generation",6.0,,2562.55,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,us7132911022,,,,,0.0,2562.552127,12000000.0,290000.0,12290000.0,0,0,0,0,0,0,0,0,0,0,1
3753,Portland General Electric,Yes,USA,Utilities,31/12/2016,0.0,1400000.0,Estimated: Gamma GLM,4.0,, NA ,0.0,24000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,4.0,,740.51,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,us7365088472,0.011510508000000001,0.008382001,0.011214371,0.010140206,0.605513784,740.5096204,1400000.0,24000.0,1424000.0,0,0,0,0,0,0,0,0,0,0,1
3754,Post Holdings Inc,Yes,USA,Consumer Staples,29/09/2016,0.0,220000.0,Estimated: Gamma GLM,2.0,, NA ,0.0,330000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,3.0,,109.41,Location-based,96,168,97,104,91,98,136,85,97,60,124,92,101,101,124,73,110,73,87,39,176,0,87,86,60,45,0,0,308,66,116,0.05,0.24,0.01,0.15,0.09,0.31,us7374461041,0.017927922,0.011466595,0.015746779,0.016409207,0.364160401,109.41354340000001,220000.0,330000.0,550000.0,0,1,0,0,0,0,0,0,0,0,0
3755,"PPG Industries, Inc.",Yes,USA,Materials,31/12/2016,906000.0,0.0,Reported: CDP (Reviewed),7.0,, NA ,937000.0,0.0,Reported: CDP (Reviewed),7.0,,124.94,Location-based,65,135,107,121,83,98,118,87,104,52,132,91,98,110,92,76,109,76,92,53,65,174,74,85,80,56,0,130,22,95,89,0.16,0.22,0.24,0.1,0.13,0.27,us6935061076,0.014171382,0.009970535,0.014921538,0.012716222,0.51754386,124.94068200000001,906000.0,937000.0,1843000.0,0,0,0,0,0,0,0,1,0,0,0
3756,PPL Corporation,Yes,USA,Utilities,31/12/2016,0.0,30000000.0,"Estimated: Coal Generation, Gas Generation",6.0,, NA ,0.0,2200.0,"Estimated: Coal Generation, Gas Generation",6.0,,3991.25,Location-based,53,61,175,118,85,143,96,115,124,206,84,158,67,104,92,93,107,93,139,124,44,0,111,138,194,10,0,404,169,525,401,0.16,0.15,0.04,0.0,0.01,0.06,us69351t1060,0.011400811,0.007533424,0.013458302,0.008706085,0.6481203010000001,3991.2465079999997,30000000.0,2200.0,30002200.0,0,0,0,0,0,0,0,0,0,0,1
3757,PRA,Yes,USA,Health Care,31/12/2016,0.0,0.0,Reported: CDP (Not Reviewed),,, NA ,0.0,0.0,Reported: CDP (Not Reviewed),,"Because all of our facilities are leased under operating leases, emissions resulting from electricity and fuel consumed at these facilities are categorized as Scope 3. PRA does not have any Scope 2 emissions. We will be disclosing 2016 emissions data in the sustainability report to be released later this year.",0.0,Location-based,101,164,52,90,62,96,66,78,116,89,78,91,86,86,169,84,100,84,95,57,224,0,34,98,117,138,625,0,150,130,87,0.01,0.19,0.05,0.07,0.13,0.26,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
3758,Partnerre Ltd.,Yes,USA,Financials,31/12/2016,0.0,2700.0,Estimated: Gamma GLM,5.0,, NA ,0.0,11000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5.0,,2.53,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,bmg6852t1053,,,,,0.0,2.52676154,2700.0,11000.0,13700.0,0,0,0,1,0,0,0,0,0,0,0
3759,Perrigo Co.,Yes,USA,Health Care,31/12/2016,0.0,60000.0,Estimated: Carried Forwards,5.0,, NA ,0.0,99000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5.0,,30.11,Location-based,87,47,58,116,93,108,127,87,106,133,93,105,127,112,100,70,115,70,108,97,56,143,293,103,98,48,548,55,87,62,69,0.12,0.25,0.11,0.16,0.17,0.11,ie00bgh1m568,0.024567248,0.021346494,0.027771372000000003,0.020247453999999998,0.21679198,30.11021475,60000.0,99000.0,159000.0,0,0,0,0,1,0,0,0,0,0,0
3760,"Prudential Financial, Inc.",Yes,USA,Financials,31/12/2016,6733.0,0.0,Reported: CDP (Reviewed),7.0,, NA ,64170.0,0.0,Reported: CDP (Reviewed),7.0,,1.21,Location-based,104,74,152,110,121,109,201,147,111,162,132,106,105,120,94,81,94,81,112,175,53,102,231,140,177,33,0,0,26,239,97,0.15,0.2,0.23,0.03,0.11,0.02,us7443201022,0.018373888,0.010488553999999999,0.016325309,0.012327309,0.534085213,1.206264142,6733.0,64170.0,70903.0,0,0,0,1,0,0,0,0,0,0,0
3761,Public Storage,Yes,USA,Real Estate,31/12/2016,0.0,29000.0,Estimated: Gamma GLM,5.0,, NA ,0.0,13000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5.0,,16.4,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,us74460d1090,0.013735828,0.0106585,0.011686885,0.011287798,0.568421053,16.40272598,29000.0,13000.0,42000.0,0,0,0,0,0,0,0,0,1,0,0
3762,Phillips 66,Yes,USA,Energy,31/12/2016,0.0,68000000.0,"Estimated: O&G  Refining, Gamma GLM",6.0,, NA ,0.0,6200000.0,"Estimated: Gamma GLM, O&G  Refining",6.0,,1046.57,Location-based,107,72,97,80,142,90,121,105,122,138,75,81,66,79,91,75,88,75,104,74,94,98,28,95,48,9,0,229,74,89,136,0.17,0.23,0.13,0.11,0.07,0.19,us7185461040,0.014911478999999998,0.00932288,0.016238765,0.013211908999999999,0.498245614,1046.573951,68000000.0,6200000.0,74200000.0,0,0,1,0,0,0,0,0,0,0,0
